CNTSCHID,CNT,STRATUM,SCHSIZE,CLSIZE,STRATIO,SCHLTYPE,REGION,OECD,AGE,ST004D01T,Gender,ISCEDL,ISCEDD,ISCEDO,TEACHSUP,PARED,HEDRES,MISCED,FISCED,HISCED,WEALTH,ESCS,INTBRSCI,INSTSCIE,SCIEEFF,SCIEACT,JOYSCIE,ICTRES,HOMEPOS,HEDRES,CULTPOSS,PV1MATH,PV1READ,PV1SCIE,PV1SCEP,PV1SCED,PV1SCID,PV1SKCO,PV1SKPE,PV1SSPH,PV1SSLI,PV1SSES,AREA
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,15.33,2,Boys,3,1,1,0.7131,12,-1.7837,1,4,4,-2.7839,-2.0338,NA,1.356,-0.3825,NA,0.8061,-2.0614,-2.5881,-1.7837,0.0433,464.503,481.236,502.656,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,15.92,2,Boys,3,1,1,1.4475,5,1.1563,1,1,1,-0.9707,-2.3655,NA,1.7359,-0.6847,NA,0.125,-1.3966,-0.7752,1.1563,0.0433,445.872,450.896,464.602,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,16.17,2,Boys,3,1,1,0.8213,5,-0.7218,1,1,1,-1.9408,-2.4873,NA,0.7648,-0.0068,NA,0.8225,-1.5244,-1.7249,-0.7218,-0.2031,475.702,454.27,525.163,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,16,2,Boys,3,1,1,0.2588,9,-1.4432,2,2,2,-2.7379,-2.2614,NA,0.7429,-0.5819,NA,0.5674,-2.2825,-2.3809,-1.4432,0.2162,471.625,492.724,569.137,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,15.83,2,Boys,3,1,1,-0.1164,5,-4.3706,0,1,1,-5.7566,-4.597,NA,1.7359,-0.5652,NA,1.3905,-2.5873,-6.8471,-4.3706,-1.6287,397.83,388.092,450.736,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,16.17,2,Boys,3,1,1,0.0798,5,-1.4432,1,1,1,-2.8036,-3.0114,NA,1.0388,-1.4167,NA,1.1225,-2.5873,-2.5327,-1.4432,-0.0071,350.448,385.731,384.737,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,15.5,2,Boys,3,1,1,0.3612,5,-0.7218,0,1,1,NA,-2.8427,NA,0.3708,0.3155,NA,0.5094,NA,-2.0736,-0.7218,-0.3814,386.167,416.436,497.195,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,16,2,Boys,3,1,1,0.1452,9,-3.0852,0,2,2,-3.1196,-2.8091,NA,-0.9024,-0.5556,NA,1.5791,-2.2825,-3.5338,-3.0852,-0.2598,395.544,438.727,401.981,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,15.75,2,Boys,3,1,1,0.6426,12,-1.813,4,0,4,-4.5167,-2.5575,NA,0.6154,-0.5795,NA,0.5094,-3.2718,-4.0131,-1.813,-1.6287,483.584,456.893,511.386,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,16.17,2,Boys,3,1,1,1.4475,9,-0.1108,2,0,2,-1.4623,-1.6677,NA,1.0728,-0.8633,NA,1.1049,-1.048,-1.2477,-0.1108,0.0058,390.199,403.642,457.868,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,15.92,2,Boys,3,1,1,-0.8005,5,NA,1,1,1,NA,-3.0602,NA,0.2296,-0.9199,NA,0.5895,NA,NA,NA,NA,338.541,423.276,461.97,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,16.08,2,Boys,3,1,1,1.4475,5,-2.6673,0,1,1,NA,-2.5281,NA,0.9798,-0.5206,NA,0.5094,NA,-4.1975,-2.6673,-0.3814,377.479,401.487,417.172,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,15.33,2,Boys,3,1,1,1.4475,5,0.0659,1,1,1,-4.357,-3.0286,NA,0.3708,-1.0807,NA,0.5094,-2.3168,-2.5794,0.0659,-0.7273,378.32,389.955,454.498,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,16.25,2,Boys,3,1,1,-0.6114,5,-1.0418,1,0,1,-1.9672,-2.7678,NA,0.7648,-0.5565,NA,0.6192,-1.3205,-1.8698,-1.0418,-0.4945,314.682,326.796,353.187,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400017,VNM,VNM0102,512,33,16,3,NORTH,0,15.67,2,Boys,3,1,1,-0.1164,12,-1.7837,4,2,4,-4.5167,-2.1831,NA,0.3708,0.3155,NA,0.5094,-3.2718,-3.6129,-1.7837,-0.831,464.685,489.131,523.798,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,16.08,1,Girls,2,1,1,-0.5793,3,-1.1119,0,0,0,-3.2806,-3.2501,NA,1.2423,-0.2077,NA,1.0914,-3.2718,-2.4063,-1.1119,-0.831,340.059,338.689,406.263,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,15.83,2,Boys,2,1,1,-0.1164,5,-2.0662,1,1,1,-1.8284,-2.9338,NA,-0.4595,-0.7902,NA,2.1635,-1.7492,-2.3216,-2.0662,-0.4945,407.288,420.682,433.499,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,15.75,1,Girls,2,1,1,-0.0239,9,-2.0662,2,2,2,-3.6264,-2.8674,NA,0.8155,-0.1991,NA,0.5094,-2.5873,-3.6925,-2.0662,-0.7273,402.629,415.888,465.785,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,16.25,1,Girls,2,1,1,-0.0666,12,-1.1119,0,4,4,-1.6273,-1.6606,NA,0.0125,-0.3444,NA,0.8904,-1.567,-1.5726,-1.1119,0.2162,400.314,440.496,462.108,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,16,1,Girls,2,1,1,-0.3635,5,-1.1119,1,1,1,-3.8527,-3.0578,NA,1.7359,-0.4041,NA,0.6668,-2.5873,-2.6588,-1.1119,0.2162,479.769,427.595,443.044,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,15.58,1,Girls,2,1,1,0.1617,5,-1.1119,1,1,1,-3.7871,-3.0954,NA,0.3708,-1.2063,NA,0.5094,-3.2718,-2.7612,-1.1119,-0.1661,462.168,461.051,508.251,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,15.75,1,Girls,2,1,1,-0.5476,9,-1.4432,2,2,2,-1.8284,-2.2094,NA,-0.2152,-0.4041,NA,0.0992,-1.7492,-1.9021,-1.4432,0.0636,387.332,431.661,413.93,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,15.67,1,Girls,2,1,1,0.4325,5,-2.0662,1,1,1,-5.9654,-3.8555,NA,-1.9301,-0.6715,NA,0.0992,-3.2718,-4.8294,-2.0662,-1.6287,468.137,480.028,508.062,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,16.08,1,Girls,2,1,1,1.4475,12,-1.1119,4,4,4,-2.2728,-0.5736,NA,0.3708,1.1855,NA,0.8931,-1.6506,-1.9321,-1.1119,0.6093,472.608,409.84,483.647,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,15.75,1,Girls,2,1,1,-0.3344,9,-1.3738,1,2,2,-4.6172,-2.1126,NA,0.5159,0.358,NA,0.5094,-2.5873,-2.932,-1.3738,-0.7273,393.697,413.695,428.111,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,15.42,1,Girls,2,1,1,-0.6078,12,-1.3738,4,4,4,-2.0632,-1.3953,NA,0.6286,-1.3919,NA,0.5094,-1.7492,-2.1439,-1.3738,-0.831,429.735,499.499,483.998,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,15.67,2,Boys,2,1,1,1.4475,3,-1.718,0,0,0,-3.7871,-3.5807,NA,1.7359,-0.9584,NA,0.125,-3.2718,-3.8118,-1.718,-1.6287,494.123,500.208,544.633,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,16.25,2,Boys,2,1,1,1.4475,9,-1.1119,1,2,2,-1.1065,-2.0337,NA,-1.9301,-1.2432,NA,NA,-1.3391,-1.424,-1.1119,-0.4945,336.781,427.821,471.002,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,16.08,2,Boys,2,1,1,0.1905,5,-1.9024,1,0,1,-4.5167,-3.5789,NA,-0.0575,-0.8418,NA,0.5094,-3.2718,-4.0768,-1.9024,-1.6287,347.608,418.005,428.819,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,15.5,2,Boys,2,1,1,0.0487,9,-1.7029,2,2,2,-2.8036,-2.2483,NA,-0.0948,-2.3557,NA,0.5094,-2.5873,-3.0201,-1.7029,-1.6287,487.688,414.108,502.939,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,15.67,2,Boys,2,1,1,0.4124,9,-0.1108,2,2,2,-1.2045,-1.8736,NA,1.7359,0.1688,NA,0.5094,-1.048,-0.9883,-0.1108,-0.1034,422.874,419.115,458.166,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,16,2,Boys,2,1,1,0.5731,9,-1.4432,0,2,2,-3.8527,-2.6659,NA,1.0728,-1.0691,NA,0.8061,-2.5873,-3.1441,-1.4432,-0.831,516.389,506.696,550.167,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400018,VNM,VNM0314,384,33,16.3404,3,SOUTH,0,15.5,2,Boys,2,1,1,0.0488,9,-2.3041,2,0,2,-4.6172,-2.7097,NA,-0.3115,-1.4087,NA,0.8061,-2.5873,-3.7694,-2.3041,-0.222,441.823,399.041,476.938,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400019,VNM,VNM0208,262,13,12.7805,3,CENTRAL,0,15.5,2,Boys,2,1,1,-0.0541,9,-1.4432,2,2,2,-3.2158,-2.4679,NA,-0.2552,-1.596,NA,0.042,-2.5873,-3.1114,-1.4432,-1.6287,491.993,444.823,561.788,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400019,VNM,VNM0208,262,13,12.7805,3,CENTRAL,0,16.08,1,Girls,2,1,1,-0.1133,9,-2.6673,2,1,2,-3.7871,-2.8043,NA,-0.2552,-1.0494,NA,0.042,-3.2718,-3.5209,-2.6673,0.2162,448.579,428.055,546.121,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400019,VNM,VNM0208,262,13,12.7805,3,CENTRAL,0,16.08,1,Girls,2,1,1,-0.9578,9,-1.4299,2,2,2,-3.2158,-2.4149,NA,0.0125,-0.7164,NA,-0.4438,-2.5873,-2.9672,-1.4299,-1.6287,453.452,371.294,486.053,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400019,VNM,VNM0208,262,13,12.7805,3,CENTRAL,0,15.42,1,Girls,2,1,1,-0.351,5,-1.0418,1,1,1,-2.2447,-2.866,NA,0.0125,-3.7565,NA,0.5094,-1.9305,-2.1369,-1.0418,-0.4945,359.09,358.699,471.65,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400019,VNM,VNM0208,262,13,12.7805,3,CENTRAL,0,15.83,1,Girls,2,1,1,0.3028,12,-1.0509,4,4,4,-1.5469,-1.5817,NA,1.7359,0.1593,NA,-0.417,-1.7241,-1.3579,-1.0509,0.3744,415.886,338.587,449.859,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400019,VNM,VNM0208,262,13,12.7805,3,CENTRAL,0,15.67,2,Boys,2,1,1,-0.2612,9,-1.3738,2,2,2,-2.8519,-2.5623,NA,-0.2152,-0.6772,NA,-0.197,-2.2825,-2.8623,-1.3738,-1.6287,350.782,403.151,449.891,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400019,VNM,VNM0208,262,13,12.7805,3,CENTRAL,0,15.42,2,Boys,2,1,1,1.4475,9,-1.0496,2,2,2,-1.633,-2.0799,NA,1.7359,0.5817,NA,-0.1379,-1.5656,-1.5497,-1.0496,0.0058,402.201,397.301,461.67,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400019,VNM,VNM0208,262,13,12.7805,3,CENTRAL,0,15.75,2,Boys,2,1,1,0.0395,9,-1.7275,2,2,2,-2.0876,-1.9471,NA,-0.5375,-1.7904,NA,-0.395,-1.9305,-2.2004,-1.7275,-0.1661,355.29,397.518,447.432,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400019,VNM,VNM0208,262,13,12.7805,3,CENTRAL,0,15.5,2,Boys,2,1,1,0.0328,9,-0.7218,2,2,2,-2.3272,-1.9706,NA,-0.3762,-1.2412,NA,1.1049,-2.0614,-1.7582,-0.7218,0.2162,384.721,338.164,453.845,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400019,VNM,VNM0208,262,13,12.7805,3,CENTRAL,0,16.25,2,Boys,2,1,1,-0.1782,9,-0.7218,2,1,2,-1.5721,-2.0984,NA,0.3708,-0.4106,NA,0.5094,-1.7492,-1.6,-0.7218,-0.4504,304.761,339.519,424.667,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,16,1,Girls,3,1,1,0.0966,12,0.0321,2,4,4,-2.0697,-1.3139,NA,0.5159,-0.5652,NA,0.8931,-1.3492,-1.6412,0.0321,-0.2031,615.677,526.475,558.41,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,16.08,1,Girls,3,1,1,0.5731,17,-1.4432,1,6,6,-4.5167,-0.2372,NA,1.356,0.5803,NA,2.1635,-3.2718,-3.575,-1.4432,-0.4504,595.233,600.204,596.249,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.92,1,Girls,3,1,1,0.1452,17,1.1563,6,4,6,-1.3653,-0.1047,NA,0.3708,0.3155,NA,0.5094,-0.3461,-0.6841,1.1563,1.0478,554.691,602.299,539.686,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.92,1,Girls,3,1,1,-0.1127,9,1.1563,2,0,2,-1.4033,-1.441,NA,0.7648,1.8642,NA,2.1635,-0.3461,-0.8233,1.1563,0.6093,557.569,519.29,550.356,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.67,1,Girls,3,1,1,0.6426,9,-1.1119,2,2,2,-3.2158,-2.5114,NA,-0.5375,-0.3852,NA,0.5094,-2.5873,-2.7237,-1.1119,-0.7273,575.768,533.887,563.304,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,16.17,1,Girls,3,1,1,0.9133,9,-0.6281,2,2,2,-2.5773,-1.8494,NA,-0.0575,0.1459,NA,-0.4593,-2.3168,-2.2156,-0.6281,-0.831,593.798,560.482,590.084,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.58,1,Girls,3,1,1,0.0322,12,0.0321,2,4,4,-2.0697,-1.5984,NA,-0.0763,0.3471,NA,1.0637,-1.3492,-1.7406,0.0321,-0.4945,634.074,643.571,624.695,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.75,1,Girls,3,1,1,-0.7576,17,1.1563,6,6,6,-0.4262,0.6622,NA,0.3708,1.2377,NA,1.3705,0.1321,0.0533,1.1563,1.0478,512.736,577.489,523.029,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.58,1,Girls,3,1,1,1.4475,12,-1.4432,2,4,4,-3.1196,-1.8753,NA,0.3708,-0.0487,NA,0.5094,-2.2825,-2.7752,-1.4432,-0.831,547.762,561.254,515.116,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.83,1,Girls,3,1,1,0.7131,5,-1.3738,0,1,1,-2.8036,-2.6391,NA,0.3708,-0.3896,NA,0.8931,-2.5873,-2.4753,-1.3738,-0.2031,610.486,555.096,583.508,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.5,1,Girls,3,1,1,1.4475,12,-1.4432,1,4,4,-2.3564,-1.7605,NA,0.7648,-0.5511,NA,-0.6427,-2.2825,-2.5192,-1.4432,-0.831,538.957,479.662,437.87,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.83,1,Girls,3,1,1,0.7131,12,-0.7218,4,2,4,-1.5246,-1.2875,NA,0.7648,-0.2056,NA,0.5094,-1.5244,-1.6257,-0.7218,-1.6287,617.231,543.422,528.996,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.92,1,Girls,3,1,1,0.4922,9,0.0321,2,2,2,-1.6616,-1.6212,NA,0.3708,-0.7102,NA,0.042,-1.1173,-1.3136,0.0321,0.0636,607.028,573.723,644.363,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.33,1,Girls,3,1,1,0.4124,17,0.1927,4,6,6,-1.3747,0.7188,NA,0.0125,-1.2205,NA,1.3058,-0.5776,-1.1422,0.1927,-0.831,572.718,542.635,548.928,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.5,1,Girls,3,1,1,-0.0971,12,-0.7218,2,4,4,-0.3619,0.1174,NA,1.7359,0.7469,NA,2.1635,-0.3708,-0.1642,-0.7218,0.6093,572.234,527.708,557.538,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,16,1,Girls,3,1,1,-0.2618,12,1.1563,2,4,4,-1.7179,-0.0215,NA,0.0125,-0.546,NA,-0.2546,-1.5494,-1.442,1.1563,-0.831,644.876,615.37,646.031,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.5,1,Girls,3,1,1,0.0322,9,-1.3175,2,2,2,-1.8063,-1.7664,NA,1.3336,0.9587,NA,2.1635,-1.5244,-1.9899,-1.3175,-1.6287,526.605,522.534,573.439,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,16.25,1,Girls,3,1,1,0.5088,17,-0.1108,6,6,6,-0.9127,0.9019,NA,0.3708,0.5654,NA,0.042,-0.5305,-0.8689,-0.1108,-1.2278,637.767,561.774,567.645,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.33,1,Girls,3,1,1,0.4326,17,1.1563,6,6,6,-1.6735,0.6493,NA,-0.5555,-0.5913,NA,0.5094,-0.8588,-1.1065,1.1563,0.6093,643.078,591.688,603.618,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,16.08,1,Girls,3,1,1,-0.0705,17,0.0321,6,6,6,-1.1654,0.8202,NA,0.3708,-0.4132,NA,1.5791,-0.3461,-0.6976,0.0321,0.1919,702.756,611.669,687.485,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,16.17,2,Boys,3,1,1,-0.159,12,0.0321,0,4,4,-1.4529,-1.1663,NA,-0.2552,-0.4123,NA,1.6903,-0.3461,-1.1271,0.0321,-0.8341,491.927,479.478,499.31,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.58,2,Boys,3,1,1,0.8213,9,-0.1108,2,2,2,-0.4264,-1.3391,NA,-0.4595,-0.1811,NA,-1.1992,-1.0838,-0.5461,-0.1108,-0.222,538.166,531.567,499.119,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,16.08,2,Boys,3,1,1,-0.3447,9,-0.1108,2,2,2,-1.7756,-1.3125,NA,0.3708,-0.4218,NA,0.5094,-1.5376,-1.317,-0.1108,0.6093,664.296,557.369,648.624,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.92,2,Boys,3,1,1,-0.1164,9,-1.718,2,2,2,-2.7785,-2.3603,NA,1.356,0.7708,NA,1.6681,-2.5873,-3.0435,-1.718,-0.4945,520.587,505.612,532.494,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.58,2,Boys,3,1,1,1.4475,17,1.1563,4,6,6,-0.3857,0.887,NA,1.7359,0.3155,NA,-0.6306,-0.3349,-0.2347,1.1563,-0.4343,582.231,526.437,520.373,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.83,2,Boys,3,1,1,0.8213,12,1.1563,1,4,4,-1.2564,-1.0072,NA,0.9798,-0.3585,NA,2.1635,-0.1135,-1.0877,1.1563,-0.7273,581.745,525.134,571.993,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.33,2,Boys,3,1,1,0.9133,12,-0.7218,4,4,4,-1.217,-0.1367,NA,1.356,1.0001,NA,1.5791,-1.0838,-1.0806,-0.7218,0.2162,497.36,531.314,544.69,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,16.25,2,Boys,3,1,1,0.8213,12,-0.1108,4,4,4,-1.2027,-1.0062,NA,0.7648,-0.7161,NA,0.5094,-0.5305,-1.0851,-0.1108,-0.0071,560.427,464.774,555.585,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,16,2,Boys,3,1,1,-0.2774,9,1.1563,2,2,2,-1.4323,-1.5031,NA,1.0218,-1.092,NA,1.0501,-0.56,-0.9923,1.1563,-0.1338,555.728,505.213,570.742,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.33,2,Boys,3,1,1,0.0966,12,0.0321,2,4,4,-1.5271,-0.299,NA,0.8155,-0.2053,NA,2.1635,-0.8588,-1.1849,0.0321,-0.4343,574.886,496.709,583.503,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.42,2,Boys,3,1,1,-0.0705,9,1.1563,2,2,2,-1.4143,-0.6638,NA,-1.9301,0.1166,NA,2.1635,-0.3461,-1.0137,1.1563,-0.4343,604.235,570.208,622.93,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,16.25,2,Boys,3,1,1,1.4475,12,1.1563,2,4,4,-0.7864,-0.9009,NA,-1.5577,0.9718,NA,2.1635,-0.8588,-0.5736,1.1563,-0.4343,633.347,594.323,626.348,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.75,2,Boys,3,1,1,0.5503,12,0.0321,3,3,3,-1.9408,-1.2072,NA,0.7648,-1.2304,NA,1.0501,-1.3492,-1.7445,0.0321,-0.7273,577.203,525.547,572.304,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.92,2,Boys,3,1,1,0.1905,9,-0.1108,2,2,2,-2.0423,-1.5454,NA,0.3708,-0.8647,NA,0.5094,-1.7086,-1.3886,-0.1108,0.6093,624.648,589.778,632.069,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400020,VNM,VNM0207,1805,43,19,3,CENTRAL,0,15.92,2,Boys,3,1,1,-0.6568,12,-1.0509,2,3,3,-1.4001,-1.1429,NA,-0.0575,0.3265,NA,1.5791,-1.5244,-1.5132,-1.0509,-1.2278,642.761,563.095,624.768,NA,NA,NA,NA,NA,NA,NA,NA,RURAL
70400021,VNM,VNM0313,1288,53,16.9474,3,SOUTH,0,15.83,1,Girls,3,1,1,1.4475,17,1.1563,4,6,6,-0.6328,0.6701,NA,1.0388,0.7605,NA,1.1662,-0.1135,-0.2627,1.1563,0.7777,656.252,615.545,668.588,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400021,VNM,VNM0313,1288,53,16.9474,3,SOUTH,0,15.83,1,Girls,3,1,1,1.4475,12,-0.7218,2,4,4,-0.3744,-0.376,NA,-1.9301,-0.0193,NA,2.1635,-1.0838,-0.776,-0.7218,-1.2278,478.604,567.174,539.72,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400021,VNM,VNM0313,1288,53,16.9474,3,SOUTH,0,15.67,1,Girls,3,1,1,-0.1164,12,1.1563,4,2,4,0.4459,0.533,NA,0.3708,-0.3825,NA,0.5094,0.7936,0.4606,1.1563,-0.1523,566.472,565.655,594.028,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400021,VNM,VNM0313,1288,53,16.9474,3,SOUTH,0,15.58,1,Girls,3,1,1,1.4475,12,0.0321,4,4,4,-0.6676,-0.6539,NA,1.7359,0.1613,NA,0.5094,-0.2221,-0.5764,0.0321,-0.356,615.457,550.636,569.332,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
70400021,VNM,VNM0313,1288,53,16.9474,3,SOUTH,0,15.92,1,Girls,3,1,1,1.4475,12,1.1563,1,4,4,-2.0568,-1.3679,NA,1.356,-0.2468,NA,0.5094,-1.443,-1.3945,1.1563,0.2834,561.468,606.045,607.537,NA,NA,NA,NA,NA,NA,NA,NA,URBAN
